	M2-CAF_CTRL_rep1	M2-CAF_CTRL_rep2	M2-CAF_CTRL_rep3	M2-CAF_FOLFI_rep1	M2-CAF_FOLFI_rep2	M2-CAF_FOLFI_rep3	M2_CTRL_rep1	M2_CTRL_rep2	M2_CTRL_rep3	M2_FOLFI_rep1	M2_FOLFI_rep2	M2_FOLFI_rep3
ALS2	22.1523003848015	23.0357518870692	23.1137972871747	20.7452045226626	19.4005955354444	22.7765711529092	20.6630133317968	23.0381003168547	21.3745205550332	19.4849723415232	20.6161497126465	20.1244861178327
CASP10	28.6734949673032	29.2233486722691	32.8767203251952	34.1904066586228	34.8958763851824	31.341314850904	17.5831603961631	18.6916264216717	16.2333673408078	29.5663275964853	28.8781104621507	25.3172697801751
CFLAR	195.596315083644	213.192528993677	198.045667495239	192.790176026215	179.986415538014	181.196094147028	291.671405892192	284.273702124047	291.355491058229	230.4733358918	226.235116583516	228.717626063625
TFPI	14.8604191698222	15.6740026998586	15.4605279655719	16.6209093889324	14.9193819099104	16.5271317952515	12.842053452824	12.055651873882	13.1169833719108	15.2279294712557	13.2997416943239	12.1491542288766
NDUFAF7	8.18113502168404	7.41766120635401	7.39148747358018	7.73305337574399	8.5844935718061	8.15062422248735	9.70620319108792	7.70917797869905	9.57803886485838	9.31889981551112	8.88199532732817	8.77874370086568
RBM5	56.1217958009243	47.5252162718662	44.4721162993741	50.3988865341822	51.0030498584874	49.449630098093	46.0484678315652	43.9297937718907	50.1262438386982	52.5458873688252	52.5944330639171	56.7483074948817
MTMR7	1.06710456804574	1.97555800973248	1.00093059538065	1.19604558878174	1.07981051217687	1.6376542895067	1.17594384815104	1.32361756478824	1.1972548581073	0.931889981551112	1.17806569786552	0.862198042049308
ARF5	39.7792869532608	40.4989391995158	40.5453885790346	39.6138547594779	40.096963685501	41.2990058756057	37.1262272059113	39.851620734435	37.9952350558169	45.7685056848171	46.4095881501231	44.324817525353
SARM1	3.04322413850083	2.98197435431317	2.52542488680656	2.59830593424998	2.66353259670294	2.52236407809077	1.67991978307291	1.32361756478824	1.81348897625076	2.3509042716403	2.65064782019741	2.80214363666025
POLDIP2	65.7059757176315	64.2429099957344	65.6918449214438	68.648892500938	69.3778254073638	70.7391358616801	73.0205132375691	69.5256955990794	69.5288152156723	69.997645205146	77.2718092613105	72.0719181513035
PLXND1	633.445128309377	664.309336782117	627.876063016163	605.735226290944	637.016214816874	584.040225753153	582.726841197257	587.900839452159	576.266933909586	592.597310995457	596.922788935568	591.232711925266
AK2	65.6862145219269	70.4677814603631	68.6484399108759	66.1743154206999	70.3676517101925	69.5532482727269	67.3461175258562	63.4978696621384	68.9301877866187	70.6753833735468	74.4351510677659	74.7172985075911
CD38	9.6829858952299	11.0146677712443	9.96310915709662	8.20734731612296	7.07275885475848	9.05415762359449	1.605256681603	1.64557859406105	1.07400803447861	1.44019360785172	2.04611410681905	2.17509051516984
FKBP4	51.4581536146503	51.1408601764709	55.7133368321106	49.347191275081	48.3575141036541	45.9296145562798	45.9551389547278	44.6094892781333	46.4288391298374	42.5280700671507	41.774829680889	46.0296181994051
KDM1A	30.6298533420538	29.7824688637028	32.8613213929586	32.1076376160891	32.5742837840022	31.5860218137039	32.2357940596324	30.9082588101902	32.2202410343582	36.5978610936437	32.9083352180065	35.5852646445805
RBM6	61.2201842926984	54.8683281193623	49.3535778183843	50.9144234258985	54.8543740185849	46.6072646071101	52.3015025796699	50.7982957297107	56.7991790037374	50.0679071906097	50.8273345171188	51.8494549832379
CAMKK1	32.8035848695544	28.0305589305438	27.2715089910635	27.6740203473292	28.2370448934251	28.2918896221674	18.7031069182117	17.278575237641	18.6806971242918	18.8919514441725	17.6864863324283	19.0859293853642
RECQL	30.0963010580309	27.956009571686	30.5668804897014	24.7045278510435	27.7331333210759	25.0542282682001	28.9506175949565	24.7015656347643	27.6248951819169	24.3350361091415	24.4913658240463	22.5347215535614
VPS50	20.6702107069602	21.190655255338	22.1436645562673	20.4977468146387	18.7707060700079	19.8777348243571	22.1376095858275	21.8218030951574	23.1704028421942	22.1323870618389	22.2282396149888	24.4354763280792
ARHGAP33	4.05104511943292	2.51604086145174	1.67848361379217	2.02090461552776	1.96165576378798	2.03295015249107	2.22122726872974	1.77078566100048	2.30647627076553	2.37208358940283	2.15462015793825	2.19468592521642
NDUFAB1	14.8208967784131	14.5371249772767	17.6163784786994	15.940400691867	15.873214529	15.2659497562061	22.6042539700144	20.0510174341569	20.3533325878241	18.4048271356345	18.7870477080659	17.4399149414519
PDK4	23.6936736497564	18.9355371498886	24.4535043917611	44.5423874442854	48.7714414666552	42.4848934645588	10.452834205787	11.1434289576091	10.3351264957204	32.2137423168009	31.8697773001513	38.0934771305421
SLC22A16	2.05516435327329	1.67736057430116	1.60148895260904	1.81468985884126	2.84350101539909	2.40942240295238	1.90390908748263	1.10897687860636	1.07400803447861	1.48255224337677	2.35613139573103	2.19468592521642
SLC25A13	28.3177934446213	29.5588207871293	30.6438751508845	25.5706298291268	25.8434649247664	27.3883562210603	33.8037191905004	29.8887155508263	31.5335801598554	25.563436539368	23.7473243306575	22.6718894238875
ST7	9.97940383079817	8.49862690979254	8.85438603605959	7.34124533803963	8.85444619985032	7.9623880972567	14.9699518447164	15.0248480327313	16.497467677155	10.2931484325873	10.7575999252456	11.6984597978054
CDC27	62.0106321208805	59.9563218614092	61.7959150655776	58.3587761422813	58.5437266018559	59.3696738977485	54.0934170149477	54.4114139471056	53.2954478748646	53.3083428082761	53.7104953040002	50.4973716900242
HCCS	24.2469871294839	26.0363635810969	26.1627858700265	26.7872968935772	27.589158586119	27.3507089960141	26.5800641232869	29.7098483123414	25.4240590456903	31.2183143819622	30.3661934489282	29.9417865511669
DVL2	33.3964207406909	33.8826836008834	33.4772786824236	35.9844750417954	36.87552899084	32.7342621776109	27.326695137986	26.9731795635224	27.4488282910188	34.395212046341	33.3268585580376	31.5094193548929
UPF1	118.191711508918	125.802043072587	113.505529516166	126.120945189467	133.608554040018	113.939326602115	122.783470367262	114.546579525728	117.383796161785	120.383242162194	125.882520162709	122.471312791095
SKAP2	147.043057237563	153.571679247128	166.970622241729	144.57716591291	137.117938204593	143.699458001082	151.902079940526	149.837085678798	154.181776359494	131.692997847382	129.370214662968	124.568021666078
SLC25A5	239.56497552627	250.075824288588	247.922809009669	212.194984630415	205.505937309128	217.168017678606	312.950389811116	313.965663712539	303.52171321929	248.391038718896	238.945825428907	243.39458818851
MCUB	5.23671686170597	5.03208172290348	6.05178036899377	4.90791120913885	5.48903677023241	5.89179071971949	3.95714437790508	3.55945804584945	2.62339667438217	5.10421558076859	5.34779823373162	4.50694431071229
POLR2J	15.4137326495496	14.42530093899	15.8455012714875	15.7341859351804	14.1635145513866	14.7765358306064	15.4179304535358	14.4882463172766	14.2614181627487	15.9056676396565	15.6558730900549	16.2641903386574
DHX33	19.3659717904598	21.9734235233452	22.6672282523126	20.7245830469939	20.1024723683594	19.8024403742649	25.4414518258708	23.342174622279	22.9591225731164	19.9509173322988	22.491754310564	20.3204402182985
LIG3	10.4931949191165	10.3437235415238	10.6560611077448	8.90847748885708	9.64630724211335	8.9976867860253	13.2527005109085	14.3809259741857	13.1345900610006	10.8649900121755	10.8351042474736	10.1896132242191
RPAP3	22.7253750602334	22.047972882203	22.5594357266562	18.827407285478	19.6345544797494	21.1577404759256	22.6415855207493	21.7502561997635	22.2372483204341	19.5061516592858	20.1046211859418	20.7711346493697
REXO5	1.34376130790946	1.93828333030356	1.27811137563991	1.6290965778234	1.25977893087301	1.05412230129167	1.25060694962094	1.59191842251558	1.30289499264618	1.41901429008919	1.3485752067671	1.05815214251506
CIAPIN1	25.1757633275977	22.5139063750644	23.7297545766397	23.7353184946169	24.5296954682845	22.2118627772173	27.5506844423957	27.2235936974013	25.1599587093431	23.5725806696906	23.2822983972895	22.3191720430491
SPPL2B	28.3375546403259	25.1790459542318	18.1245432425081	22.4361655274919	22.6040333882358	19.7836167617418	21.7082967523755	19.4428688233083	23.0471560185655	23.2972495387778	23.9798372973415	25.6699871610135
ATOSB	123.19129402217	125.392021598869	118.063613458207	119.604558878174	124.556142579602	113.939326602115	100.365874150923	97.3395511834809	97.1008903303198	95.9211301464769	98.8025099762474	97.1148521908266
COPZ2	1.50185087354586	1.67736057430116	1.90946759734155	1.87655428584721	1.94365892191836	1.88236125230655	0.895957217638885	0.608148610848649	0.845121076311034	0.889531346026061	0.83704668006234	1.13653378270136
PRKAR2B	21.8954048406423	21.6938634276283	23.3139834062508	19.0748649935019	18.9326776468344	19.3883208987574	19.692393012688	22.5193853252485	18.6454837461122	14.1477842653669	14.6328160366454	14.6573667148382
MSL3	41.794928915125	39.4179734960772	33.1385021732178	38.8302386840692	41.5547078769398	39.3413501732068	29.5105908559808	30.5147508855234	31.2694798235082	34.7764397660665	38.3336377739661	41.8949866795777
CREBBP	73.3337972595881	80.5133075664556	86.280217321812	96.9621785939953	101.898118665757	103.416927201722	74.1031282088828	80.8479917951734	77.5046453733577	101.067704362771	100.569608523046	87.454315037865
MPO	1.44256728643221	1.15551506229635	1.80167507168517	1.89717576151586	1.40375366582993	1.0917695263378	2.50121389924189	1.25207066939428	2.21844282531646	1.52491087890182	1.59658903789669	1.60682362381916
GCFC2	7.54877675913841	8.20042947436122	7.94584903409869	6.90819434899797	6.8387999104535	8.32003673519494	7.76496255287034	8.69294779036599	8.41599738493071	5.54898125378162	7.96744432503783	6.76041646606843
WDR54	1.52161206925041	1.5282618565855	1.75547827497529	1.91779723718451	1.79968418696145	1.88236125230655	0.57863903639178	1.10897687860636	0.757087630861968	1.6731661032395	1.31757347787591	1.17572460279451
CROT	8.93206045845697	8.81546168493831	10.2864867340658	8.31045469446621	8.40452515310995	8.41415479781027	8.81024597344904	8.97913537194182	8.46881745220015	8.72587891816041	8.4324702584058	9.48417846254238
ABCB4	13.990926558822	13.3070605561225	15.6145172879381	9.81582241827771	10.9780735404648	10.6541646880551	11.1621336697511	10.3921865559725	12.4831425646776	7.8787062076594	7.16139937386669	6.62324859574241
KMT2E	70.0731999683372	75.8539726378413	74.0996619226413	84.0943777767573	81.0937694644828	86.3627342558244	74.0657966581478	75.0348065444142	79.4061677950576	91.6429079584468	89.0524662399657	85.3576061628815
RHBDD2	67.2275877868819	69.7595625512137	62.6120584741188	75.1652788122316	72.869212730069	71.2097261747567	21.6336336509056	22.9307799737638	21.9731479840869	42.8034011980636	42.6118763609514	43.3254516129777
SOX8	1.10662695945485	1.49098717715659	0.985531663144024	0.618644270059519	0.791861042263036	1.16706397643006	6.2717005234722	6.36767369006233	5.72217395418929	2.28736631835273	1.89110546236307	3.09607478735888
IBTK	70.38937909961	79.2086937864436	84.6171326402564	68.3189488902396	66.9122580712266	73.9956208281704	89.7077164160934	91.8841004096915	91.8893103597351	71.6284526728604	67.242749965008	64.1749679025337
ZNF195	20.986389838233	19.643756059038	17.9243571234319	19.6110233608868	16.7370629387415	19.3694972862344	18.2924598601272	22.3584048106121	21.5329807568415	18.7225169020723	18.9110546236307	17.8710139624766
MYCBP2	26.5590470269163	31.2920933805738	47.1669294407835	33.7779771452498	29.2088743543843	43.2754851905275	31.1158475375838	42.7492699978903	36.850800264979	40.0500898889353	41.542316714205	31.0783203338682
FBXL3	56.8727212376973	57.6080170573876	59.0549051274583	64.9576483562495	65.2925423029613	69.7226607854345	60.8130961472393	64.1596784445325	64.475695446896	67.8161754756059	67.397758609464	65.546646605794
ITGAL	27.0925993109392	29.7265568445594	26.9327324818578	28.7669585577677	29.7127859267335	28.6307146475826	43.3045988525461	44.9314503074061	43.735015699096	45.0484088808912	45.8825587589727	46.8526254213612
PDK2	4.96006012184226	4.52887355061313	3.98832344928597	5.60904138187298	6.87479359419272	6.13649768251935	5.39440908120079	5.25869681145597	5.5989271305606	8.81059618921051	7.57992271389786	8.09290434923555
ITGA3	75.8829915054752	80.1591981118809	83.5084095192194	79.6195175566602	84.3691946847526	78.9274073092135	105.293638847936	105.799971563816	100.587014770103	130.146907650718	136.934636512421	136.384053924163
ZFX	48.9880041515815	49.5753236404565	54.4968211854172	55.7192272566941	48.7894383085248	56.9037806572269	48.3630239771323	49.6535454034074	49.2106960060279	51.2539489853111	55.2450808841145	49.3216470872297
LAMP2	375.877703496261	394.123822941629	426.134651784134	426.967653719412	410.507963045906	432.397203267337	373.203512697331	364.245244450644	352.591555712599	419.202236473663	405.998641559126	397.630060665103
GDE1	97.8574411289357	102.803565864947	104.789733870236	117.83111197067	120.488856317069	113.129911263624	77.5749624272335	80.4008236989611	80.0752219804704	103.863374307424	104.832346245585	104.835443749177
REX1BD	48.7311086074223	44.2264071424072	42.8552284145284	46.1921054977775	44.578177311035	41.2990058756057	47.9337111436804	48.616115420195	51.0593983604583	47.9499754143572	47.4326452035326	46.1863814797777
OSBPL7	5.59241838438788	5.38619117747816	4.46569034862136	5.11412596582536	5.79498308201586	4.42354894292039	4.38645721135704	4.93673578218315	4.20799869246536	6.79856100177061	7.26990542498588	7.52463745788487
MAP3K14	53.6121239464464	52.3709245976251	42.1160796671704	44.8929525306525	47.475668852043	44.9696103176034	60.5517752920947	55.8781253026818	58.43660108909	50.1949830971849	51.6953829260723	51.5555238325393
TMEM132A	9.46561274247984	6.85854101492029	5.12784443479625	6.72260106798011	8.31454094376188	7.24709082138021	11.8714331337152	11.8410111877002	12.4655358755877	10.8649900121755	10.2615722629865	10.2092086342657
AP2B1	81.5346934769767	86.5704429736543	88.0664934612605	80.279404778057	84.8011188896234	84.0850771405335	89.5583902131536	92.9394171167524	90.3223150307417	93.8243776879869	93.7337273025365	93.3329380518375
ZNF263	34.1671073731684	35.7277802326147	31.2598324403495	33.2211973021962	34.2479900778763	32.1695538019189	44.9098555341491	44.3411884204059	42.7666477991563	38.4616410567459	41.6663236297698	40.131399775386
SPATA20	42.0320632635796	36.7901085963387	33.0461085797981	37.8404078519739	37.7933679261904	34.6354470424405	41.9793288014553	39.010944713556	40.248891259313	47.2722372459564	44.7664965188896	48.6749985556927
CACNA1G	10.0386874179118	11.4619639243913	10.9948376169505	10.5169525910118	10.2581998656802	12.3859370401771	20.2150347229773	21.625049132824	21.8851145386378	14.7408051627176	14.7723238166557	13.6580008024629
TNFRSF12A	22.1918227762106	20.9297324993356	18.909888786576	19.2810797501884	18.5547439675725	18.2589041473735	24.0041871225751	21.9827836097938	21.8322944713684	17.4941164718459	19.0815641325322	16.9500296902875
MAP3K9	0.988059785227541	0.782768268007207	1.95566439405142	1.97966166419046	0.899842093480723	1.24235842652232	1.71725133380786	1.86021928024293	1.81348897625076	0.931889981551112	1.30207261343031	1.11693837265478
RALA	41.8937348936477	39.3434241372194	44.0255472645119	46.1921054977775	48.3215204199148	49.6755134483698	44.3872138238598	43.2500982656481	42.5553675300785	43.2905255066016	41.1237933741739	44.3836037554928
BAIAP2L1	1.32400011220491	1.84509663173127	1.77087720721192	1.52598919948015	1.60171892639569	1.82589041473735	1.19460962351851	1.14475032630334	1.00358127811935	0.847172710501011	1.06955964674632	1.03855673246848
KDM7A	107.540427024166	121.720465675121	126.533026188351	121.666706445039	118.329235292715	136.207660216902	105.704285906021	114.224618496455	106.696535884268	130.739928548068	125.929022756045	125.332242657895
AGK	14.0106877545265	14.6675863552779	14.9061664050534	13.9813605033451	13.0837040392097	12.1412300773772	14.447310134427	16.0980514636407	15.2826061299579	12.4322595266023	12.3696898275879	13.7167870326026
ALDH3B1	125.83929424658	136.35077735097	126.702414442954	135.895524656408	132.996661416451	128.057035994414	126.27397036098	118.106037571577	119.408565407113	139.698779961617	137.353159852452	130.074331889166
PHTF2	51.7743327459232	54.1787465499274	58.6699318215427	58.5237479476305	53.8105571901472	58.8049655220565	47.4857325348609	48.9380764494678	50.0382103932491	51.1904110320236	48.9517299192013	48.4202582250872
CCL26	95.8022767756624	95.9822995294552	104.081382987351	142.968690810755	144.532637054874	145.318288678065	7.82095987897277	6.72540816703212	6.9370355013864	43.7988291329022	42.2243547498114	43.8349322741887
FARP2	26.8752261581891	30.5279624522811	29.9817210647096	29.6949249628569	25.0336070406337	28.2165951720751	35.1103234662238	36.453143203222	32.7484417070526	30.6676521201366	30.7382141956226	28.7660619483724
GGCT	19.7809569002554	19.3641959633212	19.1100749056521	19.4048086042003	20.1924565777074	19.1624375484807	25.7774357824854	25.3633744171584	24.1915908094033	23.1278149966776	20.8796644082217	20.2616539881587
DBF4	10.295582962071	9.00183508208288	10.8870450912941	11.8161055581368	11.8779156339455	11.783581439439	11.274128321956	10.0702255266997	10.3879465629898	10.6531968345502	9.68804027849931	9.99365912375334
IFRD1	5.59241838438788	4.95753236404565	4.66587646769749	7.56808157039479	6.9647778035408	8.28238951014881	4.1811336823148	6.33190024236535	5.72217395418929	7.9634234787095	7.82793654502744	8.32804926979445
COX10	14.8208967784131	14.1271035035586	16.646245747792	14.7443551030852	15.2253282216938	14.6824177679911	21.7829598538454	22.608818944491	21.6210142022906	16.77401966792	18.2445174524699	17.9689910127094
GTF2IRD1	7.86495589041123	7.23128780920944	8.65419991698346	6.53700778696226	5.99294834258162	6.66355883316518	10.2475106767447	8.21000624645677	8.02865022495482	6.73502304848303	8.75798841176338	7.46585122774514
PAF1	39.2457346692379	40.9835100320916	39.9756280862795	44.2949297362616	46.6658109679103	46.2496159691719	35.352978546001	37.0076316425252	36.8331935758892	42.295097571763	40.8137760852619	41.2091473279476
VPS41	71.357677689133	70.6541548575077	79.8126657824293	76.381945876682	74.8848590194658	75.5768042801079	66.5061576343197	72.6558722725651	74.0185209335747	77.0079993845419	78.8994000280984	75.9518093405254
ELAC2	41.4194661967385	39.7161709315086	40.6685800369276	40.2118775538688	38.9811594895849	37.7978139463155	43.6779143598957	43.0533443033147	40.9531588229055	40.1983451132729	41.542316714205	41.052384047575
SCIN	7.68710512907027	6.33669550291549	7.36068960910693	7.79491780274995	7.97260094823921	6.77650050830357	12.7300588006192	13.1109685809429	12.4303224974081	10.4202243391624	10.8506051119192	10.561926015104
ARSD	48.9682429558769	51.3831455927588	49.7847479210098	45.2641390926882	46.9177667540849	44.4801963920037	46.1604624837701	46.8095563114975	45.4780779189875	46.1497334045426	46.4095881501231	46.7154575510352
PNPLA4	5.25647805741052	4.52887355061313	5.31263162163575	5.01101858748211	5.03911572349205	5.40237679411979	4.81577004480901	5.00828267757711	4.9298729451477	3.72755992620445	4.03022475585571	4.80087546141092
ADIPOR2	84.775529572523	88.7696490599602	88.2512806481	83.640705312047	81.9036273486154	81.9956561504732	80.9721335441142	80.0073157742944	76.6243109188671	73.3651567293875	74.2026381010819	77.1471293533665
PRSS21	3.14203011702358	2.70241425859631	2.80260566706582	2.86638511794244	2.89749154100793	2.6729529782753	2.23989304409721	2.36104754800064	2.83467694345993	3.26161493542889	2.32512966683983	2.31225838549587
MARK4	20.3342703799828	22.1597969204898	22.4978399977097	25.0344714617419	24.6196796776326	23.6424573289702	22.6789170714843	20.3908651872782	19.5610315787825	23.7420152117908	21.3756920704809	24.4550717381258
CCDC124	38.7517047766242	35.5973188546135	40.4529949856149	37.5310857169442	39.1071373826722	38.8519362476071	40.8220507286717	39.923167629829	39.2981300484631	39.6688621692098	42.239855614257	39.9942319050599
CEACAM21	3.41868685688729	3.74610528260592	4.2501052973086	4.37175284175394	6.42487254745236	4.83766841842783	1.06394919594618	0.661808782394118	0.862727765400847	2.28736631835273	2.07711583571025	2.4494262558219
PAFAH1B1	113.804726062508	120.248115837679	120.789224464089	121.687327920707	111.436444856653	123.125249513371	108.802804617022	113.81322384794	108.474811482339	106.023664719201	107.963520863596	108.930884448911
BLTP2	323.885997597588	363.782233886492	373.901473637501	374.898427656069	380.147290811866	376.152249048417	382.984378989888	401.789477808624	392.382673055577	438.13654655336	442.286165226273	412.659740170827
GAS7	320.783489871974	356.159561943279	357.008844973923	372.361986148825	371.508806714451	373.460472457619	372.624873660939	367.321760952584	367.398781237132	409.375033031851	410.927916452827	408.035223399835
TRAPPC6A	6.67928414813818	6.78399165606246	7.32989174463368	8.97034191586303	8.35053462750111	9.22357013630208	11.5541149524681	10.8751280998817	11.690841555636	13.9148117699791	15.0978419700133	14.1282906435807
MATK	97.6993515632993	101.871698879224	92.8709603190876	89.9714983423228	99.846478692621	90.6733415236064	149.102213635404	147.601245197737	142.578968249307	113.034018898597	116.070472968645	113.124302198878
ST7L	5.25647805741052	4.65933492861433	4.41949355191148	4.37175284175394	4.67917888609976	5.13884621879687	4.7411069433391	4.20338010439508	5.29961341603377	4.23586355250505	4.89827316480925	4.33058562029311
RPUSD1	28.4165994231441	28.1051082894016	23.3447812707241	26.8904042719204	26.3653733389852	28.8565979978594	26.3747405942447	26.078843371098	23.9627038512358	26.1776367544812	27.2040171020261	26.2774448724573
RHBDF1	5.88883631995615	5.19981778033359	5.20483909597938	5.09350449015671	4.82315362105668	4.55531423058185	12.9913796557638	11.6979173969123	12.9761298591923	7.49747848793394	7.82793654502744	9.71932338310129
LUC7L	26.6578530054391	23.5203227196451	20.5575745358949	22.8279735651963	22.7840018069319	23.002454503186	27.2147004857811	23.1811941076426	30.3715386799278	26.3258919788189	28.5370914443476	28.4329399775806
TSR3	20.7492554897784	21.4143033319115	22.2976538786335	22.8279735651963	24.0977712634138	20.3483251374338	23.6308716152256	22.6267056683395	21.1984536641351	25.2033881374051	25.2509081818806	23.7300415664025
PIGQ	26.6578530054391	26.4650223945294	23.6835577799298	25.0138499860732	25.8254680828968	22.2871572273095	23.7055347166955	23.4316082415215	24.0859506748645	25.4787192683179	27.7155456287308	28.1586042369285
CRAMP1	19.4252553775735	19.2523719250344	15.2757407787324	17.8994408803888	16.665075571263	16.5836026328207	18.5351149399044	22.608818944491	20.828713193249	18.1506753224842	19.4690857436722	19.0271431552245
DNAJC11	20.9468674468239	20.9670071787645	20.8193563839175	17.2807966103292	18.1048229208321	17.1294873959896	25.8334331085879	25.6137885510372	26.4628537019892	22.0264904730263	21.1586799682425	20.8103254694628
